id;  word;pos;translate
3102;   sophisticated;j;canggih
3103;   cow;n;sapi
3104;   etc;r;dan lain lain
3105;   standing;n;kedudukan
3106;   asleep;j;tertidur
3107;   tennis;n;tenis
3108;   nerve;n;saraf
3109;   barrel;n;tong
3110;   bombing;n;pemboman
3111;   membership;n;keanggotaan
3112;   ratio;n;perbandingan
3113;   menu;n;menu
3114;   purchase;n;pembelian
3115;   controversial;j;kontroversial
3116;   desperate;j;putus asa
3117;   rate;v;menilai
3118;   lifestyle;n;gaya hidup
3119;   humor;n;humor
3120;   loud;j;lantang
3121;   glove;n;sarung tangan
3122;   suspect;n;tersangka
3123;   sufficient;j;cukup
3124;   narrative;n;cerita
3125;   photographer;n;juru potret
3126;   helicopter;n;helikopter
3127;   Catholic;n;Katolik
3128;   modest;j;sederhana
3129;   provider;n;pemberi
3130;   delay;n;penundaan
3131;   agricultural;j;pertanian
3132;   explode;v;meledak
3133;   stroke;n;pukulan
3134;   scope;n;cakupan
3135;   punishment;n;hukuman
3136;   handful;n;segenggam
3137;   badly;r;dengan sangat buruk
3138;   horizon;n;horison
3139;   curious;j;ingin tahu
3140;   downtown;j;pusat kota
3141;   girlfriend;n;pacar perempuan
3142;   prompt;v;mendesak
3143;   request;v;meminta
3144;   cholesterol;n;kolesterol
3145;   absorb;v;menyerap
3146;   adjustment;n;pengaturan
3147;   taxpayer;n;pembayar pajak
3148;   eager;j;bersemangat
3149;   principal;n;kepala sekolah
3150;   detailed;j;terperinci
3151;   motivation;n;motivasi
3152;   assignment;n;tugas
3153;   restriction;n;larangan
3154;   across;r;sebrang
3155;   palestinian;n;palestina
3156;   laboratory;n;laboratorium
3157;   workshop;n;bengkel
3158;   differently;r;berbeda
3159;   auto;n;mobil
3160;   romantic;j;romantis
3161;   cotton;n;kapas
3162;   motor;n;motor
3163;   sue;v;menuntut
3164;   flavor;n;rasa
3165;   overlook;v;mengabaikan
3166;   float;v;mengapung
3167;   undergo;v;menjalani
3168;   sequence;n;urutan
3169;   demonstration;n;demonstrasi
3170;   jet;n;jet
3171;   orange;j;jingga
3172;   consumption;n;konsumsi
3173;   assert;v;menegaskan
3174;   blade;n;pedang
3175;   temporary;j;sementara
3176;   medication;n;obat
3177;   print;v;mencetak
3178;   cabin;n;kabin
3179;   bite;v;menggigit
3180;   relative;j;relatif
3181;   edition;n;edisi
3182;   valley;n;lembah
3183;   yours;p;milikmu
3184;   pitch;n;nada
3185;   pine;n;pinus
3186;   brilliant;j;cemerlang
3187;   versus;i;melawan
3188;   manufacturing;n;manufaktur
3189;   risk;v;beresiko
3190;   christian;n;kristen
3191;   complex;n;kompleks
3192;   absolute;j;mutlak
3193;   chef;n;koki
3194;   discrimination;n;diskriminasi
3195;   offensive;j;serangan
3196;   german;n;jerman
3197;   suit;v;sesuai
3198;   boom;n;ledakan
3199;   register;v;mandaftarkan
3200;   appoint;v;menunjuk
3201;   heritage;n;warisan
3202;   God;n;Allah
3203;   terrorist;j;teroris
3204;   dominant;j;dominan
3205;   successfully;r;dengan sukses
3206;   shit;n;kotoran
3207;   lemon;n;lemon
3208;   hungry;j;lapar
3209;   sense;v;merasakan
3210;   dry;v;mengeringkan
3211;   wander;v;mengembara
3212;   submit;v;mengajukan
3213;   economics;n;ekonomi
3214;   naked;j;telanjang
3215;   anticipate;v;mengantisipasi
3216;   nut;n;kacang
3217;   legacy;n;warisan
3218;   extension;n;perpanjangan
3219;   shrug;v;mengangkat bahu
3220;   fly;n;lalat
3221;   battery;n;baterai
3222;   arrival;n;kedatangan
3223;   legitimate;j;sah
3224;   orientation;n;orientasi
3225;   inflation;n;inflasi
3226;   cope;v;manaungi
3227;   flame;n;nyala api
3228;   cluster;n;kelompok
3229;   host;v;menerima tamu
3230;   wound;n;luka
3231;   dependent;j;tergantung
3232;   shower;n;pancuran
3233;   institutional;j;kelembagaan
3234;   depict;v;menggambarkan
3235;   operating;n;operasi
3236;   flesh;n;daging
3237;   garage;n;garasi
3238;   operator;n;operator
3239;   instructor;n;pengajar
3240;   collapse;v;tumbang
3241;   borrow;v;meminjam
3242;   furthermore;r;selanjutnya
3243;   comedy;n;komedi
3244;   mortgage;n;hipotek
3245;   sanction;n;sanksi
3246;   civilian;j;sipil
3247;   twelve;m;duabelas
3248;   weekly;j;mingguan
3249;   habitat;n;habitat
3250;   grain;n;gandum
3251;   brush;v;menyikat
3252;   consciousness;n;kesadaran
3253;   devote;v;mencurahkan
3254;   crack;v;retak
3255;   measurement;n;pengukuran
3256;   province;n;propinsi
3257;   ease;v;meredakan
3258;   seize;v;merebut
3259;   ethics;n;etika
3260;   nomination;n;pencalonan
3261;   permission;n;izin
3262;   wise;j;bijaksana
3263;   actress;n;aktris
3264;   summit;n;puncak
3265;   acid;n;asam
3266;   odds;n;peluang
3267;   gifted;j;berbakat
3268;   frustration;n;frustrasi
3269;   medium;n;medium
3270;   function;v;berfungsi
3271;   physically;r;secara fisik
3272;   grant;n;hibah
3273;   distinguish;v;membedakan
3274;   shore;n;pantai
3275;   repeatedly;r;berkali-kali
3276;   lung;n;paru-paru
3277;   firm;j;perusahaan
3278;   running;j;berurutan
3279;   correct;v;memperbaiki
3280;   distinct;j;berbeda
3281;   artistic;j;artistik
3282;   discourse;n;ceramah
3283;   basket;n;keranjang
3284;   ah;u;ah
3285;   fighting;n;perkelahian
3286;   impressive;j;impresif
3287;   competitor;n;pesaing
3288;   ugly;j;jelek
3289;   worried;j;cemas
3290;   portray;v;menggambarkan
3291;   powder;n;bubuk
3292;   ghost;n;hantu
3293;   persuade;v;membujuk
3294;   moderate;j;moderat
3295;   subsequent;j;yg selanjutnya
3296;   continued;j;lanjutnya
3297;   cookie;n;kue kering
3298;   carrier;n;pembawa
3299;   cooking;n;masak memasak
3300;   frequent;j;sering
3301;   ban;v;melarang
3302;   swing;n;ayunan
3303;   orange;n;jeruk
3304;   awful;j;mengerikan
3305;   admire;v;mengagumi
3306;   pet;n;hewan peliharaan
3307;   miracle;n;keajaiban
3308;   exceed;v;melampaui
3309;   rhythm;n;irama
3310;   widespread;j;tersebar luas
3311;   killing;n;pembunuhan
3312;   lovely;j;menyenangkan
3313;   sin;n;dosa
3314;   charity;n;amal
3315;   script;n;naskah
3316;   tactic;n;taktik
3317;   identification;n;identifikasi
3318;   transformation;n;transformasi
3319;   everyday;j;setiap hari
3320;   headline;n;judul
3321;   crash;v;manabrak
3322;   venture;n;usaha
3323;   invasion;n;serbuan
3324;   military;n;militer
3325;   nonetheless;r;meskipun begitu
3326;   adequate;j;memadai
3327;   piano;n;piano
3328;   grocery;n;toko kelontong
3329;   intensity;n;intensitas
3330;   exhibit;v;mempertunjukkan
3331;   high;r;tinggi
3332;   blanket;n;selimut
3333;   margin;n;batas
3334;   principal;j;kepala sekolah
3335;   quarterback;n;quarterback
3336;   mouse;n;mouse
3337;   rope;n;tali
3338;   concrete;j;beton
3339;   prescription;n;resep
3340;  african-american;j;amerika afrika
3341;   chase;v;mengejar
3342;   document;v;dokumen
3343;   brick;n;bata
3344;   recruit;v;mengerahkan
3345;   patch;n;tambalan
3346;   consensus;n;pemufakatan
3347;   horror;n;kengerian
3348;   recording;n;rekaman
3349;   changing;j;berubah
3350;   painter;n;pelukis
3351;   colonial;j;kolonial
3352;   pie;n;pai
3353;   sake;n;demi
3354;   gaze;n;tatapan
3355;   courage;n;keberanian
3356;   pregnancy;n;kehamilan
3357;   swear;v;bersumpah
3358;   defeat;v;mengalahkan
3359;   clue;n;petunjuk
3360;   reinforce;v;memperkuat
3361;   win;n;kemenangan
3362;   confusion;n;kebingungan
3363;   slice;n;irisan
3364;   occupation;n;pendudukan
3365;   dear;j;sayang
3366;   coal;n;batu bara
3367;   sacred;j;sakral
3368;   criminal;n;pidana
3369;   formula;n;rumus
3370;   cognitive;j;kognitif
3371;   collective;j;kolektif
3372;   exact;j;tepat
3373;   uncle;n;paman
3374;   square;n;kotak
3375;   captain;n;kapten
3376;   sigh;v;mendesah
3377;   attribute;v;memperhubungkan
3378;   dare;v;sampai hati
3379;   okay;j;baik
3380;   homeless;j;tuna wisma
3381;   cool;v;mendinginkan
3382;   gallery;n;galeri
3383;   soccer;n;sepak bola
3384;   defendant;n;terdakwa
3385;   tunnel;n;terowongan
3386;   fitness;n;kebugaran
3387;   lap;n;putaran
3388;   grave;n;kuburan
3389;   toe;n;ujung kaki
3390;   container;n;wadah
3391;   virtue;n;kebajikan
3392;   abroad;r;di luar negeri
3393;   architect;n;arsitek
3394;   dramatically;r;secara dramatis
3395;   makeup;n;dandan
3396;   inquiry;n;penyelidikan
3397;   rose;n;mawar
3398;   surprisingly;r;dengan mengherankan
3399;   highlight;v;menyoroti
3400;   decrease;v;mengurangi
3401;   indication;n;indikasi
3402;   rail;n;rel
3403;   anniversary;n;ulang tahun
3404;   couch;n;sofa
3405;   alliance;n;persekutuan
3406;   hypothesis;n;hipotesa
3407;   boyfriend;n;pacar
3408;   compose;v;menyusun
3409;   peer;v;mengintai
3410;   mess;n;kekacauan
3411;   rank;v;menduduki
3412;   legend;n;legenda
3413;   regulate;v;mengatur
3414;   adolescent;n;remaja
3415;   shine;v;bersinar
3416;   norm;n;norma
3417;   upset;v;kecewa
3418;   remark;n;ucapan
3419;   resign;v;mengundurkan diri
3420;   reward;n;penghargaan
3421;   gentle;j;lemah lembut
3422;   related;j;terkait
3423;   organ;n;organ
3424;   lightly;r;enteng
3425;   concerning;i;tentang
3426;   invent;v;menciptakan
3427;   laughter;n;tawa
3428;   fit;j;cocok
3429;   northwest;n;barat laut
3430;   counseling;n;konseling
3431;   tight;r;ketat
3432;   receiver;n;penerima
3433;   ritual;n;upacara
3434;   insect;n;serangga
3435;   interrupt;v;menyela
3436;   salmon;n;ikan salmon
3437;   favor;n;kebaikan
3438;   trading;n;perdagangan
3439;   concern;v;menyangkut
3440;   magic;j;sihir
3441;   superior;j;unggul
3442;   combat;n;pertempuran
3443;   stem;n;batang
3444;   surgeon;n;ahli bedah
3445;   acceptable;j;dapat diterima
3446;   physics;n;fisika
3447;   rape;n;pemerkosaan
3448;   counsel;n;nasihat
3449;   brush;n;sikat
3450;   jeans;n;jeans
3451;   hunt;v;berburu
3452;   continuous;j;sinambung
3453;   log;n;kayu gelondongan
3454;   echo;v;bergema
3455;   pill;n;pil
3456;   excited;j;gembira
3457;   sculpture;n;patung
3458;   compound;n;senyawa
3459;   integrate;v;memadukan
3460;   flour;n;tepung
3461;   bitter;j;pahit
3462;   bare;j;telanjang
3463;   slope;n;lereng
3464;   rent;v;menyewa
3465;   presidency;n;kepresidenan
3466;   serving;n;porsi
3467;   subtle;j;halus
3468;   greatly;r;sangat
3469;   bishop;n;uskup
3470;   drinking;n;minum
3471;   delay;v;menunda
3472;   cry;n;menangis
3473;   acceptance;n;penerimaan
3474;   collapse;n;jatuh
3475;   shop;v;belanja
3476;   pump;n;pompa
3477;   candy;n;permen
3478;   evil;n;kejahatan
3479;   final;n;terakhir
3480;   finance;v;mengongkosi
3481;   pleased;j;senang
3482;   medal;n;medali
3483;   beg;v;mengemis
3484;   sponsor;v;mensponsori
3485;   ethical;j;etis
3486;   secondary;j;sekunder
3487;   slam;v;membanting
3488;   export;n;ekspor
3489;   experimental;j;eksperimental
3490;   melt;v;mencair
3491;   midnight;n;tengah malam
3492;   net;j;bersih
3493;   curve;n;lengkungan
3494;   integrity;n;integritas
3495;   entitle;v;memberi judul
3496;   evident;j;jelas
3497;   logic;n;logika
3498;   essence;n;esensi
3499;   park;v;memarkir
3500;   exclude;v;mengecualikan
3501;   harsh;j;keras
3502;   closet;n;lemari
3503;   suburban;j;pinggiran kota
3504;   greet;v;menyambut
3505;   favor;i;kebaikan
3506;   interior;n;pedalaman
3507;   corridor;n;koridor
3508;   murder;v;membunuh
3509;   retail;j;eceran
3510;   pitcher;n;kendi
3511;   march;v;berbaris
3512;   snake;n;ular
3513;   pitch;v;melenggang
3514;   excuse;v;mengampuni
3515;   cross;n;penyebrangan
3516;   weakness;n;kelemahan
3517;   pig;n;babi
3518;   cold;n;dingin
3519;   classical;j;klasik
3520;   estimated;j;perkiraan
3521;   t-shirt;n;t-shirt
3522;   online;r;on line
3523;   unemployment;n;pengangguran
3524;   civilization;n;peradaban
3525;   fold;v;melipat
3526;   patient;j;sabar
3527;   pop;n;pop
3528;   daily;r;tiap hari
3529;   reverse;v;membalikkan
3530;   missing;j;hilang
3531;   correlation;n;korelasi
3532;   humanity;n;kemanusiaan
3533;   flash;v;menyala
3534;   developer;n;pengembang
3535;   reliable;j;dapat diandalkan
3536;   excitement;n;kegembiraan
3537;   beef;n;daging sapi
3538;   Islam;n;Islam
3539;   roman;j;roma
3540;   stretch;n;meregang
3541;   architecture;n;arsitektur
3542;   occasional;j;sesekali
3543;   administrative;j;administratif
3544;   elbow;n;siku
3545;   deadly;j;mematikan
3546;   muslim;n;muslim
3547;   hispanic;j;hispanik (orang latin)
3548;   allegation;n;dugaan
3549;   tip;v;menyentuh
3550;   confuse;v;membingungkan
3551;   airplane;n;pesawat terbang
3552;   monthly;j;bulanan
3553;   duck;n;bebek
3554;   dose;n;dosis
3555;   korean;j;korea
3556;   plead;v;membela
3557;   initiate;v;memulai
3558;   lecture;n;kuliah
3559;   van;n;mobil van
3560;   sixth;m;keenam
3561;   bay;n;teluk
3562;   mainstream;j;arus utama
3563;   suburb;n;pinggiran kota
3564;   sandwich;n;sandwich
3565;   unlike;j;tidak seperti
3566;   trunk;n;bagasi
3567;   rumor;n;isu
3568;   implementation;n;pelaksanaan
3569;   swallow;v;menelan
3570;   motivate;v;memotivasi
3571;   render;v;manjadikan
3572;   longtime;j;lama
3573;   trap;v;menjebak
3574;   restrict;v;membatasi
3575;   cloth;n;kain
3576;   seemingly;r;tampaknya
3577;   legislative;j;legislatif
3578;   effectiveness;n;efektivitas
3579;   enforce;v;melaksanakan
3580;   lens;n;lensa
3581;   reach;n;mencapai
3582;   inspector;n;inspektur
3583;   lend;v;meminjamkan
3584;   plain;j;polos
3585;   fraud;n;penipuan
3586;   companion;n;teman
3587;   contend;v;bersaing
3588;   nail;n;kuku
3589;   array;n;susunan
3590;   strict;j;ketat
3591;   assemble;v;memasang
3592;   frankly;r;terus terang
3593;   rat;n;tikus
3594;   burst;v;ledakan
3595;   hallway;n;lorong
3596;   cave;n;gua
3597;   inevitable;j;tak terelakkan
3598;   southwest;n;barat daya
3599;   monster;n;raksasa
3600;   speed;v;mempercepat
3601;   protest;v;protes
3602;   unexpected;j;tidak terduga
3603;   obstacle;n;hambatan
3604;   facilitate;v;memudahkan
3605;   encounter;n;pertemuan
3606;   rip;v;merobek
3607;   herb;n;rumput-rumputan
3608;   overwhelming;j;berlimpah
3609;   integration;n;penggabungan
3610;   crystal;n;kristal
3611;   recession;n;resesi
3612;   wish;n;kehendak
3613;   top;v;mencapai
3614;   written;j;tertulis
3615;   motive;n;motif
3616;   label;v;menamai
3617;   flood;n;banjir
3618;   pen;n;pena
3619;   ownership;n;kepemilikan
3620;   nightmare;n;mimpi buruk
3621;   notice;n;pemberitahuan
3622;   inspection;n;pemeriksaan
3623;   supervisor;n;pengawas
3624;   consult;v;berkonsultasi
3625;   arena;n;arena
3626;   laugh;n;tawa
3627;   diagnosis;n;diagnosa
3628;   possession;n;milik
3629;   forgive;v;memaafkan
3630;   warm;v;menghangatkan
3631;   consistently;r;secara konsisten
3632;   basement;n;ruang bawah tanah
3633;   project;v;memproyeksikan
3634;   drift;v;melayang
3635;   drain;v;menguras
3636;   last;r;terakhir
3637;   prosecution;n;penuntutan
3638;   maximum;j;maksimum
3639;   announcement;n;pengumuman
3640;   warrior;n;pejuang
3641;   prediction;n;ramalan
3642;   bacteria;n;bakteri
3643;   questionnaire;n;daftar pertanyaan
3644;   mud;n;lumpur
3645;   infrastructure;n;infrastruktur
3646;   hurry;v;bergegas
3647;   privilege;n;hak istimewa
3648;   temple;n;candi
3649;   medium;j;medium
3650;   outdoor;j;outdoor
3651;   suck;v;mengisap
3652;   and/or;c;dan / atau
3653;   broadcast;n;siaran
3654;   re;i;kembali
3655;   leap;v;melompat
3656;   random;j;acak
3657;   past;r;ketika melewati
3658;   wrist;n;pergelangan tangan
3659;   curtain;n;tirai
3660;   monitor;n;monitor
3661;   pond;n;kolam
3662;   domain;n;domain
3663;   guilt;n;kesalahan
3664;   cattle;n;ternak
3665;   subject;i;subyek
3666;   walking;n;jalan-jalan
3667;   playoff;n;pertandingan ulang
3668;   minimum;j;minimum
3669;   fiscal;j;fiskal
3670;   skirt;n;rok
3671;   dump;v;membuang
3672;   hence;r;karenanya
3673;   database;n;database
3674;   uncomfortable;j;tidak nyaman
3675;   aim;n;tujuan
3676;   execute;v;menjalankan
3677;   limb;n;dahan
3678;   ideology;n;ideologi
3679;   average;v;mencapai rata-rata
3680;   welcome;j;selamat datang
3681;   tune;v;menyesuaikan
3682;   continuing;j;terus berlanjut
3683;   harm;n;kejahatan
3684;   railroad;n;jalan kereta api
3685;   endure;v;menanggung
3686;   radiation;n;radiasi
3687;   horn;n;tanduk
3688;   chronic;j;kronis
3689;   peaceful;j;tenang
3690;   innovation;n;inovasi
3691;   strain;n;ketegangan
3692;   guitar;n;gitar
3693;   replacement;n;penggantian
3694;   behave;v;bertingkah
3695;   administer;v;mengelola
3696;   simultaneously;r;serentak
3697;   dancer;n;penari
3698;   amendment;n;perubahan
3699;   guard;v;menjaga
3700;   pad;n;bantalan
3701;   transmission;n;transmisi
3702;   await;v;menunggu
3703;   retired;j;pensiunan
3704;   trigger;v;mencetuskan
3705;   spill;v;menumpahkan
3706;   grateful;j;berterimakasih
3707;   grace;n;rahmat
3708;   virtual;j;virtual
3709;   response;i;tanggapan
3710;   colony;n;koloni
3711;   adoption;n;adopsi
3712;   slide;n;meluncur
3713;   indigenous;j;asli
3714;   closed;j;tutup
3715;   convict;v;menghukum
3716;   civilian;n;sipil
3717;   towel;n;handuk
3718;   modify;v;memodifikasi
3719;   particle;n;partikel
3720;   award;v;menghadiahkan
3721;   glance;n;pandangan sekilas
3722;   prize;n;hadiah
3723;   landing;n;pendaratan
3724;   conduct;n;kelakuan
3725;   blue;n;biru
3726;   boost;v;mendorong
3727;   bat;n;kelelawar
3728;   alarm;n;alarm
3729;   festival;n;festival
3730;   grip;n;pegangan
3731;   weird;j;aneh
3732;   undermine;v;merusak
3733;   freshman;n;mahasiswa baru
3734;   sweat;n;keringat
3735;   outer;j;luar
3736;   european;n;eropa
3737;   drunk;j;mabuk
3738;   survey;v;meninjau
3739;   research;v;meneliti
3740;   separation;n;pemisahan
3741;   traditionally;r;secara tradisional
3742;   stuff;v;menjejali
3743;   govern;v;memerintah
3744;   southeast;n;tenggara
3745;   intelligent;j;cerdas
3746;   wherever;r;di manapun
3747;   ballot;n;kartu pemungutan suara
3748;   rhetoric;n;retorik
3749;   convinced;j;yakin
3750;   driving;j;penggerak
3751;   vitamin;n;vitamin
3752;   enthusiasm;n;antusiasme
3753;   accommodate;v;menampung
3754;   praise;v;memuji
3755;   injure;v;melukai
3756;   wilderness;n;hutan belantara
3757;   nearby;r;dekat dengan
3758;   endless;j;tak berujung
3759;   mandate;n;mandat
3760;   pause;n;berhenti sebentar
3761;   excuse;n;alasan
3762;   respectively;r;masing-masing
3763;   uncertainty;n;ketidakpastian
3764;   chaos;n;kekacauan
3765;   short;r;secara singkat
3766;   mechanical;j;mekanis
3767;   canvas;n;kanvas
3768;   forty;m;empat puluh
3769;   matter;d;masalah
3770;   lobby;n;lobi
3771;   profound;j;mendalam
3772;   format;n;bentuk
3773;   trait;n;sifat
3774;   currency;n;mata uang
3775;   turkey;n;kalkun
3776;   reserve;n;cadangan
3777;   beam;n;balok
3778;   abuse;v;menyalahgunakan
3779;   astronomer;n;ahli astronomi
3780;   corruption;n;korupsi
3781;   contractor;n;kontraktor
3782;   apologize;v;minta maaf
3783;   doctrine;n;ajaran
3784;   genuine;j;asli
3785;   thumb;n;ibu jari
3786;   unity;n;kesatuan
3787;   compromise;n;kompromi
3788;   horrible;j;mengerikan
3789;   behavioral;j;perilaku
3790;   exclusive;j;eksklusif
3791;   scatter;v;menyebarkan
3792;   commonly;r;biasanya
3793;   convey;v;menyampaikan
3794;   rush;n;buru-buru
3795;   twist;v;memutar
3796;   complexity;n;kompleksitas
3797;   fork;n;garpu
3798;   disk;n;cakram
3799;   relieve;v;meringankan
3800;   suspicion;n;kecurigaan
3801;   lock;n;kunci
3802;   finish;n;akhir
3803;   residence;n;tempat tinggal
3804;   shame;n;rasa malu
3805;   meaningful;j;berarti
3806;   sidewalk;n;trotoar
3807;   olympics;n;olimpiade
3808;   technological;j;teknologi
3809;   signature;n;tanda tangan
3810;   pleasant;j;nyaman
3811;   wow;u;waw
3812;   suspend;v;menangguhkan
3813;   rebel;n;pemberontak
3814;   frozen;j;beku
3815;   desire;v;berhasrat
3816;   spouse;n;pasangan
3817;   fluid;n;cairan
3818;   pension;n;pensiun
3819;   resume;v;mendapatkan kembali
3820;   theoretical;j;teoretis
3821;   sodium;n;sodium
3822;   blow;n;pukulan
3823;   promotion;n;promosi
3824;   delicate;j;halus
3825;   forehead;n;dahi
3826;   rebuild;v;membangun kembali
3827;   bounce;v;melambung
3828;   electrical;j;listrik
3829;   hook;n;kait
3830;   detective;n;detektif
3831;   traveler;n;wisatawan
3832;   click;v;berbunyi klik
3833;   compensation;n;kompensasi
3834;   signal;v;memberi isyarat
3835;   exit;n;jalan keluar
3836;   attraction;n;daya tarik
3837;   dedicate;v;mempersembahkan
3838;   altogether;r;sama sekali
3839;   pickup;n;menjemput
3840;   carve;v;mengukir
3841;   needle;n;jarum
3842;   belly;n;perut
3843;   ship;v;mengkapalkan
3844;   scare;v;ketakutan
3845;   portfolio;n;portofolio
3846;   shuttle;n;peti
3847;   invisible;j;tak terlihat
3848;   timing;n;pemilihan waktu
3849;   engagement;n;pertunangan
3850;   ankle;n;pergelangan kaki
3851;   transaction;n;transaksi
3852;   rescue;v;menyelamatkan
3853;   counterpart;n;mitra
3854;   historically;r;historis
3855;   firmly;r;dengan tegas
3856;   mild;j;ringan
3857;   rider;n;pengendara
3858;   doll;n;boneka
3859;   noon;n;tengah hari
3860;   exhibit;n;pameran
3861;   amid;i;di tengah
3862;   identical;j;identik
3863;   precise;j;tepat
3864;   anxious;j;gelisah
3865;   structural;j;struktural
3866;   residential;j;perumahan
3867;   loud;r;dengan lantang
3868;   diagnose;v;mendiagnosa
3869;   carbohydrate;n;karbohidrat
3870;   liberty;n;kebebasan
3871;   poster;n;poster
3872;   theology;n;teologi
3873;   nonprofit;j;nirlaba
3874;   crawl;v;merangkak
3875;   oxygen;n;oksigen
3876;   handsome;j;tampan
3877;   magic;n;sihir
3878;   sum;n;jumlah
3879;   provided;c;asalkan
3880;   businessman;n;pengusaha
3881;   promising;j;menjanjikan
3882;   conscious;j;sadar
3883;   determination;n;penentuan
3884;   donor;n;penyumbang
3885;   hers;p;miliknya (perempuan)
3886;   pastor;n;pastor
3887;   jazz;n;jazz
3888;   opera;n;opera
3889;   japanese;n;bahasa/orang jepang
3890;   bite;n;gigitan
3891;   frame;v;membingkai
3892;   evil;j;jahat
3893;   acquisition;n;perolehan
3894;   pit;n;lubang
3895;   hug;v;memeluk
3896;   wildlife;n;margasatwa
3897;   punish;v;menghukum
3898;   giant;n;raksasa
3899;   primary;n;utama
3900;   equity;n;kesetaraan
3901;   wrong;r;salah
3902;   doorway;n;pintu keluar masuk
3903;   departure;n;keberangkatan
3904;   elevator;n;tangga berjalan
3905;   teenage;j;remaja
3906;   guidance;n;bimbingan
3907;   happiness;n;kebahagiaan
3908;   statue;n;patung
3909;   pursuit;n;pengejaran
3910;   repair;n;perbaikan
3911;   decent;j;layak
3912;   gym;n;ruang olahraga
3913;   oral;j;lisan
3914;   clerk;n;juru tulis
3915;   israeli;n;orang israel
3916;   envelope;n;amplop
3917;   reporting;n;pelaporan
3918;   destination;n;tujuan
3919;   fist;n;kepalan tangan
3920;   endorse;v;menyokong
3921;   exploration;n;eksplorasi
3922;   generous;j;murah hati
3923;   bath;n;bak mandi
3924;   rescue;n;penyelamatan
3925;   thereby;r;dengan demikian
3926;   overall;r;secara keseluruhan
3927;   indicator;n;indikator
3928;   sunlight;n;sinar matahari
3929;   feedback;n;umpan balik
3930;   spectrum;n;spektrum
3931;   purple;j;ungu
3932;   laser;n;laser
3933;   bold;j;berani
3934;   reluctant;j;enggan
3935;   starting;n;permulaan
3936;   expertise;n;keahlian
3937;   practically;r;praktis
3938;   program;v;menyusun rencana
3939;   picture;v;menggambar
3940;   tune;n;lagu
3941;   eating;n;makan
3942;   age;v;menua
3943;   volunteer;v;bersuka rela
3944;   hint;n;petunjuk
3945;   sharply;r;dengan menyolok
3946;   parade;n;parade
3947;   advocate;v;menganjurkan
3948;   realm;n;alam
3949;   ban;n;larangan
3950;   strip;v;mengupas
3951;   cancel;v;membatalkan
3952;   blend;v;mencampur
3953;   therapist;n;dokter
3954;   slice;v;mengiris
3955;   peel;v;menglupas
3956;   pizza;n;pizza
3957;   recipient;n;penerima
3958;   hesitate;v;ragu
3959;   flip;v;membalik
3960;   accounting;n;akuntansi
3961;   debate;v;berdebat
3962;   bias;n;prasangka
3963;   huh;u;Hah
3964;   metaphor;n;metafora
3965;   candle;n;lilin
3966;   handle;n;penanganan
3967;   worry;n;rasa khawatir
3968;   judicial;j;bijaksana
3969;   entity;n;wujud
3970;   suffering;n;penderitaan
3971;   full-time;j;waktu penuh
3972;   feel;n;perasaan
3973;   lamp;n;lampu
3974;   garbage;n;sampah
3975;   servant;n;pelayan
3976;   addition;n;tambahan
3977;   regulatory;j;peraturan
3978;   diplomatic;j;diplomatik
3979;   elegant;j;anggun
3980;   inside;n;bagian dalam
3981;   reception;n;penerimaan
3982;   vanish;v;lenyap
3983;   automatically;r;secara otomatis
3984;   chin;n;dagu
3985;   trail;v;membuntuti
3986;   necessity;n;kebutuhan
3987;   confess;v;mengaku
3988;   racism;n;rasisme
3989;   starter;n;starter
3990;   interior;j;bagian dalam
3991;   banking;n;perbankan
3992;   casual;j;santai
3993;   gravity;n;gravitasi
3994;   enroll;v;mendaftar
3995;   diminish;v;mengurangi
3996;   prevention;n;pencegahan
3997;   arab;n;arab
3998;   value;v;menghargai
3999;   minimize;v;memperkecil
4000;   chop;v;memotong
4001;   performer;n;penampil
4002;   intent;n;maksud
4003;   isolate;v;memisahkan
4004;   pump;v;memompa
4005;   inventory;n;inventaris
4006;   productive;j;produktif
4007;   assembly;n;pemasangan
4008;   civic;j;bersifat kewarganegaraan
4009;   silk;n;sutra
4010;   magnitude;n;besarnya
4011;   steep;j;curam
4012;   hostage;n;sandera
4013;   collector;n;pengumpul
4014;   popularity;n;kepopuleran
4015;   kiss;n;ciuman
4016;   alien;n;asing
4017;   dynamic;j;dinamis
4018;   scary;j;mengerikan
4019;   equation;n;persamaan
4020;   angel;n;malaikat
4021;   switch;n;saklar
4022;   offering;n;tawaran
4023;   rage;n;kemarahan
4024;   photography;n;fotografi
4025;   repair;v;memperbaiki
4026;   toilet;n;toilet
4027;   disappointed;j;kecewa
4028;   precious;j;berharga
4029;   prohibit;v;melarang
4030;   representative;j;wakil
4031;   content;j;konten
4032;   realistic;j;realistis
4033;   russian;n;orang rusia
4034;   hidden;j;tersembunyi
4035;   command;v;memerintahkan
4036;   tender;j;lembut
4037;   wake;n;bangun
4038;   gathering;n;pertemuan
4039;   outstanding;j;luar biasa
4040;   stumble;v;tersandung
4041;   lonely;j;kesepian
4042;   automobile;n;mobil
4043;   artificial;j;buatan
4044;   dawn;n;fajar
4045;   abstract;j;abstrak
4046;   descend;v;turun
4047;   silly;j;bodoh
4048;   hook;v;mengkaitkan
4049;   tide;n;air pasang
4050;   shared;j;berbagi
